Z=0.018120 Y=0.266240 OS=0.20 l/Hp=1.743201 [Fe/H]=    0.000 [Alpha/Fe]= 0.00
  M/Msun     logT  logL/Ls   logg    Mv     U-B    B-V    V-R    V-I    V-J    V-H    V-K    V-L    V-M     #(x=-1)    #(x=1.35)    #(x=3)
 1.8987151  3.8425  1.3865  3.6519  1.223  0.031  0.347  0.187  0.373  0.587  0.726  0.761  0.768  0.941  3.0873E-01  2.9806E-02  5.0879E-03
 1.8992920  3.8524  1.4126  3.6654  1.149  0.047  0.317  0.168  0.342  0.524  0.649  0.685  0.688  0.846  7.3171E-01  7.0619E-02  1.2052E-02
 1.8994468  3.8451  1.3982  3.6509  1.189  0.045  0.341  0.182  0.365  0.568  0.703  0.739  0.746  0.915  4.1686E-01  4.0218E-02  6.8620E-03
 1.8997089  3.8377  1.4003  3.6192  1.189  0.053  0.366  0.201  0.400  0.610  0.760  0.799  0.810  0.998  4.8766E-01  4.7035E-02  8.0236E-03
 1.8999345  3.8264  1.3991  3.5750  1.201  0.046  0.402  0.222  0.439  0.684  0.859  0.900  0.917  1.129  5.3958E-01  5.2026E-02  8.8730E-03
 1.9002485  3.8169  1.4015  3.5346  1.212  0.036  0.431  0.241  0.473  0.755  0.955  0.997  1.019  1.254  8.1196E-01  7.8257E-02  1.3343E-02
 1.9007464  3.8076  1.4032  3.4961  1.224  0.038  0.461  0.260  0.507  0.825  1.047  1.094  1.122  1.377  1.1782E+00  1.1349E-01  1.9341E-02
 1.9014267  3.7987  1.3999  3.4638  1.250  0.044  0.491  0.278  0.541  0.893  1.137  1.188  1.219  1.496  1.5054E+00  1.4488E-01  2.4677E-02
 1.9022518  3.7900  1.3919  3.4374  1.289  0.055  0.521  0.296  0.577  0.958  1.224  1.278  1.315  1.610  1.6707E+00  1.6063E-01  2.7341E-02
 1.9030974  3.7817  1.3794  3.4167  1.337  0.068  0.551  0.313  0.611  1.014  1.300  1.356  1.397  1.706  1.6451E+00  1.5801E-01  2.6875E-02
 1.9038969  3.7737  1.3620  3.4026  1.394  0.086  0.580  0.330  0.644  1.057  1.360  1.417  1.460  1.780  1.5242E+00  1.4626E-01  2.4859E-02
 1.9046216  3.7661  1.3398  3.3945  1.464  0.110  0.609  0.347  0.675  1.099  1.418  1.476  1.522  1.851  1.3545E+00  1.2986E-01  2.2058E-02
 1.9052514  3.7589  1.3139  3.3917  1.545  0.142  0.639  0.363  0.706  1.148  1.486  1.547  1.596  1.938  1.2131E+00  1.1620E-01  1.9728E-02
 1.9058346  3.7521  1.2850  3.3933  1.636  0.184  0.670  0.379  0.734  1.200  1.557  1.622  1.675  2.032  1.1159E+00  1.0682E-01  1.8125E-02
 1.9063672  3.7454  1.2556  3.3962  1.728  0.229  0.701  0.394  0.760  1.250  1.625  1.695  1.751  2.122  1.0342E+00  9.8931E-02  1.6779E-02
 1.9068688  3.7390  1.2271  3.3990  1.816  0.273  0.733  0.406  0.780  1.295  1.687  1.758  1.818  2.199  9.8933E-01  9.4581E-02  1.6034E-02
 1.9073566  3.7326  1.2007  3.4000  1.897  0.321  0.766  0.416  0.797  1.337  1.744  1.816  1.881  2.269  1.0067E+00  9.6179E-02  1.6298E-02
 1.9078755  3.7261  1.1843  3.3908  1.956  0.369  0.795  0.429  0.818  1.378  1.802  1.875  1.942  2.338  1.0664E+00  1.0182E-01  1.7247E-02
 1.9084230  3.7198  1.1791  3.3708  1.990  0.415  0.820  0.443  0.843  1.421  1.862  1.937  2.003  2.409  1.1222E+00  1.0707E-01  1.8128E-02
 1.9089977  3.7138  1.1857  3.3403  1.997  0.459  0.840  0.460  0.872  1.464  1.924  2.002  2.063  2.481  1.1770E+00  1.1222E-01  1.8990E-02
 1.9095999  3.7088  1.2129  3.2932  1.949  0.497  0.858  0.475  0.897  1.500  1.974  2.055  2.113  2.540  1.1881E+00  1.1321E-01  1.9147E-02
 1.9101858  3.7045  1.2463  3.2428  1.882  0.533  0.876  0.485  0.915  1.530  2.016  2.098  2.156  2.590  1.1639E+00  1.1082E-01  1.8733E-02
 1.9107638  3.7007  1.2841  3.1896  1.801  0.567  0.893  0.494  0.929  1.554  2.051  2.134  2.193  2.631  1.1415E+00  1.0861E-01  1.8350E-02
 1.9113273  3.6972  1.3265  3.1334  1.705  0.600  0.910  0.500  0.939  1.575  2.079  2.163  2.224  2.665  1.1156E+00  1.0607E-01  1.7912E-02
 1.9118794  3.6939  1.3701  3.0769  1.605  0.632  0.926  0.506  0.948  1.594  2.104  2.190  2.253  2.696  1.0974E+00  1.0427E-01  1.7600E-02
 1.9124247  3.6910  1.4168  3.0185  1.498  0.661  0.941  0.512  0.959  1.610  2.127  2.214  2.278  2.724  1.0668E+00  1.0129E-01  1.7089E-02
 1.9129462  3.6882  1.4631  2.9613  1.392  0.689  0.953  0.518  0.969  1.626  2.148  2.237  2.302  2.750  1.0197E+00  9.6762E-02  1.6318E-02
 1.9134444  3.6855  1.5069  2.9070  1.291  0.716  0.966  0.524  0.978  1.641  2.169  2.259  2.325  2.775  9.8716E-01  9.3614E-02  1.5780E-02
 1.9139333  3.6831  1.5500  2.8540  1.192  0.742  0.978  0.530  0.988  1.656  2.189  2.280  2.348  2.800  9.6341E-01  9.1306E-02  1.5385E-02
 1.9144078  3.6806  1.5915  2.8028  1.098  0.769  0.991  0.535  0.997  1.672  2.210  2.302  2.372  2.825  9.3487E-01  8.8550E-02  1.4915E-02
 1.9148682  3.6781  1.6315  2.7530  1.009  0.796  1.004  0.541  1.007  1.689  2.232  2.325  2.397  2.854  9.1238E-01  8.6371E-02  1.4542E-02
 1.9153202  3.6757  1.6705  2.7045  0.922  0.823  1.017  0.547  1.017  1.706  2.255  2.349  2.422  2.882  8.9216E-01  8.4411E-02  1.4206E-02
 1.9157604  3.6734  1.7085  2.6572  0.838  0.850  1.029  0.553  1.026  1.723  2.279  2.373  2.448  2.910  8.7235E-01  8.2491E-02  1.3878E-02
 1.9161926  3.6710  1.7455  2.6111  0.756  0.878  1.042  0.558  1.035  1.741  2.302  2.397  2.473  2.938  8.4374E-01  7.9744E-02  1.3411E-02
 1.9166041  3.6687  1.7811  2.5663  0.679  0.906  1.054  0.564  1.045  1.759  2.326  2.423  2.500  2.968  8.0990E-01  7.6507E-02  1.2862E-02
 1.9170025  3.6664  1.8158  2.5225  0.603  0.933  1.067  0.569  1.055  1.778  2.351  2.447  2.527  2.997  7.6880E-01  7.2589E-02  1.2199E-02
 1.9173729  3.6642  1.8493  2.4800  0.532  0.961  1.080  0.576  1.066  1.797  2.376  2.474  2.555  3.029  7.3065E-01  6.8956E-02  1.1585E-02
 1.9177331  3.6619  1.8819  2.4385  0.463  0.988  1.092  0.582  1.076  1.817  2.402  2.501  2.583  3.061  7.0360E-01  6.6373E-02  1.1147E-02
 1.9180765  3.6597  1.9135  2.3981  0.398  1.015  1.105  0.589  1.088  1.836  2.428  2.528  2.612  3.092  6.7396E-01  6.3551E-02  1.0670E-02
 1.9184071  3.6575  1.9443  2.3586  0.334  1.041  1.118  0.596  1.100  1.856  2.453  2.555  2.640  3.124  6.5138E-01  6.1397E-02  1.0305E-02
 1.9187279  3.6554  1.9743  2.3201  0.273  1.066  1.130  0.603  1.113  1.876  2.479  2.582  2.669  3.156  6.3333E-01  5.9671E-02  1.0013E-02
 1.9190404  3.6533  2.0037  2.2824  0.215  1.092  1.143  0.612  1.127  1.897  2.504  2.610  2.698  3.189  6.1420E-01  5.7848E-02  9.7045E-03
 1.9193421  3.6512  2.0322  2.2457  0.158  1.117  1.155  0.620  1.141  1.917  2.530  2.637  2.727  3.222  6.0228E-01  5.6703E-02  9.5100E-03
 1.9196427  3.6492  2.0600  2.2098  0.104  1.142  1.167  0.629  1.157  1.937  2.556  2.665  2.756  3.256  5.9534E-01  5.6030E-02  9.3946E-03
 1.9199374  3.6472  2.0871  2.1747  0.052  1.166  1.179  0.639  1.174  1.958  2.582  2.693  2.786  3.290  5.8216E-01  5.4769E-02  9.1810E-03
 1.9202248  3.6452  2.1137  2.1405  0.001  1.190  1.192  0.648  1.191  1.978  2.607  2.721  2.815  3.324  1.8586E+00  1.7473E-01  2.9274E-02
 1.9217960  3.6464  2.1028  2.1565  0.018  1.176  1.184  0.641  1.178  1.964  2.590  2.702  2.795  3.300  2.0696E+00  1.9432E-01  3.2530E-02
 1.9222944  3.6479  2.0846  2.1807  0.051  1.158  1.175  0.633  1.164  1.949  2.571  2.681  2.773  3.275  9.2662E-01  8.6927E-02  1.4542E-02
 1.9227226  3.6493  2.0668  2.2041  0.082  1.142  1.166  0.625  1.151  1.934  2.552  2.660  2.751  3.249  1.2744E+00  1.1947E-01  1.9978E-02
 1.9235688  3.6477  2.0890  2.1759  0.039  1.161  1.175  0.633  1.164  1.950  2.573  2.682  2.774  3.276  1.6945E+00  1.5871E-01  2.6522E-02
 1.9244171  3.6460  2.1132  2.1451 -0.008  1.182  1.186  0.641  1.178  1.967  2.595  2.706  2.799  3.305  1.5919E+00  1.4895E-01  2.4873E-02
 1.9251607  3.6443  2.1369  2.1149 -0.053  1.202  1.196  0.650  1.192  1.985  2.617  2.730  2.824  3.334  1.1753E+00  1.0988E-01  1.8337E-02
 1.9255924  3.6427  2.1593  2.0860 -0.095  1.222  1.206  0.658  1.207  2.002  2.638  2.754  2.849  3.363  1.0363E+00  9.6822E-02  1.6151E-02
 1.9261970  3.6416  2.1755  2.0654 -0.125  1.236  1.214  0.666  1.219  2.015  2.653  2.772  2.868  3.385  1.6163E+00  1.5089E-01  2.5155E-02
 1.9272087  3.6397  2.2018  2.0319 -0.175  1.258  1.225  0.675  1.236  2.034  2.678  2.799  2.896  3.417  1.3494E+00  1.2586E-01  2.0969E-02
 1.9275465  3.6379  2.2273  1.9991 -0.222  1.281  1.237  0.684  1.252  2.055  2.703  2.826  2.925  3.451  6.2950E-01  5.8676E-02  9.7719E-03
 1.9278382  3.6360  2.2522  1.9668 -0.268  1.303  1.248  0.693  1.268  2.075  2.729  2.854  2.954  3.484  5.6322E-01  5.2479E-02  8.7377E-03
 1.9281097  3.6343  2.2747  1.9377 -0.309  1.323  1.259  0.702  1.283  2.093  2.752  2.879  2.980  3.515  5.0016E-01  4.6588E-02  7.7550E-03
 1.9283384  3.6328  2.2949  1.9115 -0.345  1.341  1.268  0.709  1.297  2.111  2.774  2.903  3.005  3.544  4.4316E-01  4.1267E-02  6.8679E-03
 1.9285529  3.6313  2.3146  1.8859 -0.379  1.358  1.277  0.717  1.311  2.129  2.797  2.927  3.030  3.572  4.3642E-01  4.0629E-02  6.7604E-03
 1.9287748  3.6299  2.3340  1.8608 -0.413  1.376  1.286  0.724  1.324  2.147  2.818  2.950  3.054  3.600  4.3793E-01  4.0758E-02  6.7807E-03
 1.9289908  3.6285  2.3530  1.8362 -0.446  1.393  1.294  0.730  1.337  2.164  2.840  2.973  3.078  3.628  4.1319E-01  3.8446E-02  6.3948E-03
 1.9291880  3.6271  2.3715  1.8121 -0.478  1.411  1.303  0.737  1.349  2.182  2.862  2.996  3.102  3.655  3.8684E-01  3.5985E-02  5.9845E-03
 1.9293776  3.6257  2.3896  1.7884 -0.510  1.429  1.312  0.743  1.361  2.199  2.883  3.019  3.126  3.683  3.7605E-01  3.4973E-02  5.8153E-03
 1.9295641  3.6243  2.4074  1.7653 -0.540  1.448  1.320  0.748  1.372  2.217  2.905  3.042  3.150  3.710  3.6769E-01  3.4188E-02  5.6838E-03
 1.9297453  3.6230  2.4249  1.7425 -0.570  1.466  1.328  0.754  1.384  2.234  2.926  3.064  3.173  3.737  3.5593E-01  3.3087E-02  5.5000E-03
 1.9299200  3.6217  2.4420  1.7201 -0.599  1.484  1.336  0.759  1.395  2.251  2.947  3.086  3.196  3.763  3.4295E-01  3.1873E-02  5.2974E-03
 1.9300883  3.6204  2.4589  1.6981 -0.627  1.501  1.344  0.764  1.405  2.268  2.968  3.109  3.219  3.789  3.3357E-01  3.0996E-02  5.1508E-03
 1.9302536  3.6191  2.4754  1.6765 -0.655  1.519  1.352  0.769  1.415  2.285  2.989  3.131  3.242  3.815  3.2492E-01  3.0186E-02  5.0155E-03
 1.9304132  3.6179  2.4917  1.6554 -0.682  1.536  1.359  0.774  1.425  2.302  3.010  3.152  3.264  3.841  3.1334E-01  2.9105E-02  4.8352E-03
 1.9305669  3.6166  2.5076  1.6345 -0.709  1.553  1.367  0.778  1.434  2.319  3.031  3.174  3.287  3.866  2.9171E-01  2.7090E-02  4.5000E-03
 1.9307049  3.6154  2.5233  1.6141 -0.734  1.568  1.374  0.783  1.444  2.337  3.052  3.195  3.309  3.892  2.7358E-01  2.5402E-02  4.2190E-03
 1.9308405  3.6143  2.5386  1.5940 -0.759  1.583  1.380  0.787  1.454  2.354  3.073  3.217  3.332  3.917  2.6807E-01  2.4886E-02  4.1328E-03
 1.9309730  3.6131  2.5538  1.5743 -0.783  1.598  1.387  0.790  1.463  2.371  3.094  3.238  3.354  3.942  2.6172E-01  2.4293E-02  4.0338E-03
 1.9311022  3.6120  2.5687  1.5549 -0.807  1.612  1.394  0.794  1.472  2.387  3.114  3.259  3.375  3.966  2.5218E-01  2.3404E-02  3.8858E-03
 1.9312251  3.6108  2.5833  1.5359 -0.831  1.626  1.400  0.798  1.481  2.404  3.134  3.280  3.397  3.991  2.3819E-01  2.2102E-02  3.6693E-03
 1.9313404  3.6097  2.5977  1.5171 -0.853  1.638  1.406  0.802  1.490  2.421  3.155  3.301  3.419  4.016  2.2981E-01  2.1322E-02  3.5394E-03
 1.9314550  3.6087  2.6118  1.4986 -0.874  1.650  1.412  0.805  1.499  2.438  3.175  3.322  3.441  4.041  2.2488E-01  2.0861E-02  3.4626E-03
 1.9315653  3.6076  2.6257  1.4805 -0.895  1.661  1.418  0.809  1.508  2.455  3.196  3.343  3.463  4.065  2.1900E-01  2.0313E-02  3.3713E-03
 1.9316740  3.6066  2.6394  1.4627 -0.916  1.673  1.424  0.813  1.517  2.471  3.215  3.364  3.484  4.089  2.1348E-01  1.9799E-02  3.2857E-03
 1.9317787  3.6055  2.6528  1.4451 -0.936  1.684  1.430  0.816  1.526  2.488  3.235  3.385  3.506  4.113  2.0238E-01  1.8766E-02  3.1141E-03
 1.9318763  3.6045  2.6660  1.4279 -0.955  1.694  1.436  0.821  1.536  2.505  3.256  3.406  3.528  4.139  1.9345E-01  1.7936E-02  2.9760E-03
 1.9319722  3.6035  2.6789  1.4109 -0.973  1.704  1.442  0.825  1.547  2.522  3.276  3.428  3.550  4.164  1.8835E-01  1.7461E-02  2.8970E-03
 1.9320647  3.6025  2.6917  1.3943 -0.990  1.713  1.448  0.829  1.557  2.539  3.297  3.449  3.572  4.189  1.8349E-01  1.7009E-02  2.8218E-03
 1.9321557  3.6015  2.7042  1.3778 -1.008  1.723  1.454  0.833  1.567  2.556  3.317  3.470  3.594  4.214  1.8109E-01  1.6785E-02  2.7843E-03
 1.9322458  3.6006  2.7166  1.3617 -1.025  1.732  1.459  0.837  1.577  2.572  3.336  3.490  3.615  4.238  1.7565E-01  1.6278E-02  2.7001E-03
 1.9323313  3.5996  2.7287  1.3458 -1.041  1.741  1.466  0.842  1.587  2.588  3.356  3.511  3.637  4.263  1.6713E-01  1.5487E-02  2.5687E-03
 1.9324129  3.5987  2.7407  1.3301 -1.056  1.750  1.472  0.847  1.598  2.605  3.375  3.532  3.659  4.289  1.6096E-01  1.4914E-02  2.4735E-03
 1.9324923  3.5978  2.7523  1.3148 -1.071  1.758  1.478  0.853  1.610  2.622  3.395  3.553  3.681  4.314  1.5745E-01  1.4587E-02  2.4191E-03
 1.9325703  3.5969  2.7638  1.2996 -1.085  1.767  1.484  0.858  1.621  2.638  3.415  3.574  3.702  4.339  1.5540E-01  1.4396E-02  2.3873E-03
 1.9326477  3.5960  2.7752  1.2847 -1.099  1.775  1.490  0.863  1.632  2.654  3.434  3.594  3.724  4.364  1.5398E-01  1.4263E-02  2.3650E-03
 1.9327243  3.5951  2.7863  1.2701 -1.113  1.783  1.496  0.868  1.643  2.670  3.453  3.614  3.744  4.389  1.5218E-01  1.4095E-02  2.3370E-03
 1.9327999  3.5942  2.7972  1.2557 -1.126  1.791  1.503  0.873  1.655  2.687  3.472  3.635  3.766  4.414  1.5198E-01  1.4075E-02  2.3336E-03
 1.9328763  3.5933  2.8079  1.2415 -1.137  1.798  1.509  0.879  1.667  2.704  3.492  3.657  3.788  4.440  1.7180E-01  1.5910E-02  2.6376E-03
 1.9329717  3.5925  2.8184  1.2276 -1.148  1.805  1.515  0.884  1.680  2.721  3.511  3.678  3.811  4.466  1.8961E-01  1.7557E-02  2.9104E-03
 1.9330659  3.5916  2.8287  1.2138 -1.159  1.812  1.522  0.890  1.692  2.737  3.531  3.699  3.833  4.492  1.8736E-01  1.7346E-02  2.8753E-03
 1.9331590  3.5908  2.8389  1.2003 -1.169  1.819  1.528  0.895  1.704  2.754  3.550  3.720  3.854  4.517  1.8491E-01  1.7118E-02  2.8372E-03
 1.9332508  3.5899  2.8490  1.1869 -1.179  1.826  1.534  0.900  1.716  2.770  3.569  3.740  3.876  4.542  1.8205E-01  1.6851E-02  2.7928E-03
 1.9333411  3.5891  2.8589  1.1738 -1.190  1.833  1.540  0.906  1.728  2.786  3.587  3.761  3.897  4.567  1.7898E-01  1.6565E-02  2.7451E-03
 1.9334298  3.5883  2.8685  1.1609 -1.198  1.839  1.546  0.911  1.740  2.803  3.607  3.782  3.919  4.593  1.9324E-01  1.7883E-02  2.9632E-03
 1.9335343  3.5875  2.8778  1.1483 -1.205  1.845  1.551  0.916  1.754  2.821  3.627  3.804  3.942  4.620  2.1172E-01  1.9591E-02  3.2460E-03
 1.9336415  3.5866  2.8869  1.1359 -1.211  1.851  1.556  0.922  1.767  2.839  3.648  3.827  3.965  4.647  2.1288E-01  1.9696E-02  3.2631E-03
 1.9337472  3.5858  2.8960  1.1237 -1.217  1.857  1.561  0.927  1.781  2.856  3.668  3.849  3.988  4.673  2.0991E-01  1.9419E-02  3.2169E-03
 1.9338514  3.5850  2.9048  1.1116 -1.223  1.863  1.566  0.932  1.794  2.874  3.688  3.870  4.010  4.699  2.0701E-01  1.9148E-02  3.1717E-03
 1.9339542  3.5842  2.9136  1.0997 -1.230  1.868  1.571  0.938  1.807  2.891  3.707  3.892  4.033  4.725  2.0417E-01  1.8882E-02  3.1275E-03
 1.9340556  3.5835  2.9223  1.0880 -1.236  1.874  1.576  0.943  1.819  2.907  3.727  3.913  4.054  4.750  2.0138E-01  1.8622E-02  3.0841E-03
 1.9341556  3.5827  2.9308  1.0764 -1.242  1.880  1.581  0.948  1.832  2.924  3.746  3.934  4.076  4.776  1.0000E-01  9.2465E-03  1.5313E-03

age(Gyr)= 1.600 140 points
 0.4000000  3.4642 -1.9391  4.7878 12.935  1.396  1.784  1.534  3.378  5.273  5.871  6.216  6.519  7.417  2.2029E+01  8.0079E+01  1.7469E+02
 0.4220288  3.4827 -1.8415  4.7875 12.279  1.299  1.677  1.387  3.100  4.833  5.431  5.742  6.009  6.890  4.3802E+01  1.4511E+02  2.9673E+02
 0.4438023  3.5013 -1.7439  4.7858 11.635  1.210  1.577  1.255  2.826  4.392  5.000  5.275  5.508  6.367  4.3303E+01  1.2745E+02  2.3980E+02
 0.4653321  3.5197 -1.6466  4.7831 10.989  1.133  1.506  1.138  2.540  3.923  4.549  4.788  4.987  5.821  4.2824E+01  1.1274E+02  1.9616E+02
 0.4866264  3.5381 -1.5501  4.7796 10.353  1.107  1.486  1.041  2.241  3.437  4.078  4.290  4.459  5.254  4.6037E+01  1.0862E+02  1.7500E+02
 0.5113690  3.5563 -1.4521  4.7755  9.850  1.159  1.471  0.977  2.023  3.129  3.776  3.967  4.120  4.888  5.1042E+01  1.0745E+02  1.5979E+02
 0.5376683  3.5742 -1.3535  4.7705  9.381  1.211  1.440  0.924  1.852  2.857  3.507  3.678  3.824  4.565  5.3701E+01  1.0054E+02  1.3770E+02
 0.5650702  3.5919 -1.2549  4.7645  8.939  1.246  1.394  0.877  1.709  2.616  3.263  3.415  3.556  4.263  5.4425E+01  9.0799E+01  1.1469E+02
 0.5920937  3.6094 -1.1577  4.7577  8.514  1.248  1.340  0.825  1.567  2.387  3.026  3.159  3.291  3.948  6.3264E+01  9.3691E+01  1.0886E+02
 0.6283341  3.6260 -1.0485  4.7401  8.110  1.214  1.278  0.755  1.408  2.246  2.871  2.986  3.094  3.704  7.4652E+01  9.6857E+01  1.0258E+02
 0.6667453  3.6420 -0.9373  4.7190  7.724  1.159  1.215  0.696  1.278  2.121  2.731  2.836  2.935  3.511  7.7833E+01  8.7938E+01  8.4507E+01
 0.7061676  3.6577 -0.8268  4.6964  7.337  1.070  1.142  0.636  1.157  1.981  2.566  2.665  2.758  3.305  8.1035E+01  7.9916E+01  6.9804E+01
 0.7477805  3.6731 -0.7167  4.6728  6.944  0.947  1.056  0.569  1.033  1.821  2.373  2.466  2.550  3.063  8.2756E+01  7.1490E+01  5.6895E+01
 0.7889233  3.6882 -0.6081  4.6479  6.576  0.788  0.972  0.517  0.948  1.665  2.179  2.266  2.341  2.819  8.4835E+01  6.4468E+01  4.6889E+01
 0.8326151  3.7029 -0.4995  4.6214  6.240  0.620  0.896  0.481  0.894  1.541  2.024  2.104  2.172  2.622  8.8142E+01  5.9092E+01  3.9357E+01
 0.8770657  3.7171 -0.3917  4.5933  5.931  0.472  0.826  0.454  0.853  1.448  1.908  1.983  2.045  2.478  8.8747E+01  5.2681E+01  3.2212E+01
 0.9213618  3.7312 -0.2865  4.5655  5.628  0.343  0.762  0.427  0.812  1.351  1.778  1.848  1.903  2.310  8.9380E+01  4.7224E+01  2.6607E+01
 0.9664458  3.7448 -0.1831  4.5375  5.331  0.228  0.702  0.398  0.766  1.252  1.639  1.701  1.751  2.124  9.0838E+01  4.2900E+01  2.2338E+01
 1.0122001  3.7580 -0.0797  4.5069  5.039  0.128  0.646  0.367  0.712  1.160  1.511  1.566  1.609  1.953  9.5469E+01  4.0367E+01  1.9449E+01
 1.0619147  3.7704  0.0275  4.4701  4.749  0.066  0.599  0.340  0.662  1.093  1.420  1.471  1.510  1.840  1.0091E+02  3.8176E+01  1.7012E+01
 1.1131051  3.7821  0.1360  4.4288  4.457  0.029  0.559  0.316  0.616  1.027  1.330  1.380  1.414  1.731  1.0740E+02  3.6312E+01  1.4953E+01
 1.1693152  3.7929  0.2485  4.3809  4.152  0.007  0.523  0.295  0.574  0.946  1.222  1.268  1.297  1.591  1.1408E+02  3.4418E+01  1.3084E+01
 1.2271895  3.8034  0.3581  4.3344  3.858 -0.011  0.488  0.273  0.535  0.867  1.113  1.155  1.178  1.448  1.1821E+02  3.1823E+01  1.1168E+01
 1.2875221  3.8136  0.4658  4.2883  3.572 -0.021  0.455  0.254  0.497  0.790  1.007  1.046  1.065  1.308  1.3042E+02  3.1267E+01  1.0115E+01
 1.3576142  3.8222  0.5815  4.2301  3.269 -0.019  0.426  0.237  0.467  0.729  0.921  0.958  0.973  1.193  1.4612E+02  3.0989E+01  9.1993E+00
 1.4336463  3.8298  0.6992  4.1666  2.965 -0.013  0.402  0.221  0.439  0.676  0.849  0.884  0.894  1.097  1.6088E+02  2.9989E+01  8.1320E+00
 1.5184950  3.8353  0.8240  4.0886  2.646 -0.005  0.383  0.210  0.419  0.640  0.800  0.835  0.842  1.033  1.7819E+02  2.9030E+01  7.1622E+00
 1.6118403  3.8351  0.9542  3.9833  2.318  0.008  0.383  0.210  0.419  0.638  0.798  0.834  0.843  1.034  1.6896E+02  2.4154E+01  5.4358E+00
 1.6874507  3.8267  1.0535  3.8704  2.075  0.011  0.406  0.225  0.444  0.691  0.867  0.906  0.920  1.129  1.2863E+02  1.6527E+01  3.4495E+00
 1.7404668  3.8156  1.1160  3.7772  1.934  0.008  0.437  0.245  0.478  0.769  0.972  1.013  1.033  1.268  9.3223E+01  1.1096E+01  2.1944E+00
 1.7806738  3.8039  1.1602  3.6960  1.842  0.024  0.475  0.269  0.525  0.853  1.086  1.133  1.160  1.424  6.7856E+01  7.6523E+00  1.4569E+00
 1.8083233  3.8067  1.2281  3.6458  1.664  0.025  0.465  0.263  0.513  0.829  1.055  1.100  1.126  1.385  3.2482E+01  3.5440E+00  6.5925E-01
 1.8131558  3.8176  1.2695  3.6492  1.543  0.026  0.430  0.242  0.474  0.749  0.945  0.987  1.008  1.239  4.9668E+00  5.3535E-01  9.8732E-02
 1.8132902  3.8285  1.2999  3.6626  1.452  0.030  0.395  0.220  0.433  0.672  0.839  0.878  0.894  1.096  5.4313E-01  5.8437E-02  1.0764E-02
 1.8136989  3.8397  1.3315  3.6758  1.363  0.027  0.358  0.194  0.385  0.603  0.747  0.783  0.791  0.969  7.9563E-01  8.5567E-02  1.5756E-02
 1.8140858  3.8323  1.3222  3.6558  1.391  0.035  0.384  0.213  0.422  0.648  0.807  0.847  0.860  1.056  5.9729E-01  6.4207E-02  1.1819E-02
 1.8142962  3.8251  1.3189  3.6301  1.409  0.039  0.407  0.225  0.446  0.699  0.881  0.922  0.939  1.156  6.0593E-01  6.5111E-02  1.1982E-02
 1.8146917  3.8136  1.3174  3.5856  1.429  0.032  0.443  0.249  0.487  0.781  0.990  1.034  1.057  1.300  9.1829E-01  9.8627E-02  1.8144E-02
 1.8152145  3.8039  1.3208  3.5435  1.439  0.036  0.474  0.268  0.522  0.854  1.087  1.135  1.164  1.429  1.3796E+00  1.4806E-01  2.7223E-02
 1.8160713  3.7944  1.3171  3.5096  1.468  0.045  0.507  0.288  0.559  0.927  1.183  1.235  1.269  1.554  1.9170E+00  2.0552E-01  3.7760E-02
 1.8171315  3.7853  1.3078  3.4827  1.510  0.058  0.539  0.307  0.597  0.993  1.271  1.326  1.365  1.668  2.0532E+00  2.1984E-01  4.0355E-02
 1.8181245  3.7765  1.2919  3.4637  1.565  0.075  0.570  0.325  0.632  1.043  1.339  1.396  1.438  1.754  1.9087E+00  2.0410E-01  3.7432E-02
 1.8190402  3.7682  1.2705  3.4518  1.633  0.100  0.602  0.343  0.667  1.088  1.402  1.459  1.504  1.831  1.7549E+00  1.8743E-01  3.4347E-02
 1.8198793  3.7602  1.2440  3.4468  1.717  0.134  0.633  0.361  0.700  1.139  1.473  1.533  1.582  1.921  1.6096E+00  1.7174E-01  3.1446E-02
 1.8206499  3.7526  1.2144  3.4460  1.811  0.179  0.667  0.379  0.732  1.196  1.552  1.617  1.669  2.025  1.4651E+00  1.5616E-01  2.8575E-02
 1.8213445  3.7452  1.1848  3.4463  1.906  0.228  0.701  0.394  0.761  1.252  1.629  1.698  1.753  2.125  1.3026E+00  1.3872E-01  2.5367E-02
 1.8219525  3.7379  1.1567  3.4455  1.994  0.279  0.738  0.407  0.782  1.303  1.698  1.769  1.831  2.213  1.1971E+00  1.2737E-01  2.3279E-02
 1.8225416  3.7308  1.1297  3.4443  2.079  0.332  0.774  0.419  0.802  1.350  1.762  1.835  1.900  2.291  1.2065E+00  1.2828E-01  2.3432E-02
 1.8231590  3.7237  1.1109  3.4346  2.146  0.385  0.805  0.433  0.825  1.396  1.827  1.901  1.968  2.368  1.2761E+00  1.3557E-01  2.4750E-02
 1.8238177  3.7167  1.1111  3.4066  2.171  0.434  0.829  0.451  0.858  1.443  1.894  1.971  2.034  2.447  1.3669E+00  1.4510E-01  2.6473E-02
 1.8245260  3.7105  1.1321  3.3611  2.144  0.478  0.849  0.469  0.890  1.487  1.957  2.036  2.095  2.519  1.4112E+00  1.4966E-01  2.7289E-02
 1.8252289  3.7056  1.1677  3.3058  2.075  0.519  0.869  0.483  0.912  1.522  2.006  2.087  2.145  2.578  1.3904E+00  1.4732E-01  2.6845E-02
